"","run","seed_percent","pollinator_species","pol.bm","pol.soc","pl.no.vis"
"12894",8337337509,6.76567852312268e-05,7,6.195,3,2
"12895",8337337509,6.76567852312268e-05,8,6.314,3,1
"12896",8338378266,0.973599824252268,1,2.881,0,6
"12897",8338378266,0.973599824252268,2,1.524,0,4
"12898",8338378266,0.973599824252268,3,4.534,1,3
"12899",8338378266,0.973599824252268,4,3.76,1,2
"12900",8338378266,0.973599824252268,5,3.471,2,5
"12901",8338378266,0.973599824252268,6,1.276,2,3
"12902",8338378266,0.973599824252268,7,4.64,3,4
"12903",8338378266,0.973599824252268,8,6.268,3,2
"12904",8340095601,0.0743065175075171,1,5.394,0,4
"12905",8340095601,0.0743065175075171,2,4.339,0,4
"12906",8340095601,0.0743065175075171,3,5.661,1,5
"12907",8340095601,0.0743065175075171,4,1.427,1,6
"12908",8340095601,0.0743065175075171,5,1.773,2,6
"12909",8340095601,0.0743065175075171,6,3.96,2,3
"12910",8340095601,0.0743065175075171,7,7.285,3,3
"12911",8340095601,0.0743065175075171,8,1.289,3,5
"12912",8340185933,8.44736006994833e-05,1,5.488,0,6
"12913",8340185933,8.44736006994833e-05,2,3.254,0,5
"12914",8340185933,8.44736006994833e-05,3,6.954,1,4
"12915",8340185933,8.44736006994833e-05,4,5.111,1,6
"12916",8340185933,8.44736006994833e-05,5,4.488,2,3
"12917",8340185933,8.44736006994833e-05,6,6.653,2,5
"12918",8340185933,8.44736006994833e-05,7,2.234,3,4
"12919",8340185933,8.44736006994833e-05,8,5.206,3,5
"12920",8347822430,0.00458303783015738,1,5.722,0,4
"12921",8347822430,0.00458303783015738,2,7.737,0,3
"12922",8347822430,0.00458303783015738,3,7.13,1,3
"12923",8347822430,0.00458303783015738,4,2.485,1,3
"12924",8347822430,0.00458303783015738,5,4.084,2,3
"12925",8347822430,0.00458303783015738,6,5.586,2,1
"12926",8347822430,0.00458303783015738,7,2.411,3,4
"12927",8347822430,0.00458303783015738,8,4.701,3,3
"12928",8348103211,7.92582585576196e-05,1,3.523,0,1
"12929",8348103211,7.92582585576196e-05,2,3.461,0,1
"12930",8348103211,7.92582585576196e-05,4,4.572,1,1
"12931",8348103211,7.92582585576196e-05,5,4.842,2,2
"12932",8348103211,7.92582585576196e-05,6,4.443,2,1
"12933",8348103211,7.92582585576196e-05,7,7.909,3,1
"12934",8348103211,7.92582585576196e-05,8,2.239,3,1
"12935",8348926954,0.219264251971777,1,7.957,0,6
"12936",8348926954,0.219264251971777,2,1.403,0,6
"12937",8348926954,0.219264251971777,3,6.558,1,6
"12938",8348926954,0.219264251971777,4,6.113,1,5
"12939",8348926954,0.219264251971777,5,2.008,2,6
"12940",8348926954,0.219264251971777,6,6.559,2,6
"12941",8348926954,0.219264251971777,7,7.394,3,5
"12942",8348926954,0.219264251971777,8,5.963,3,5
"12943",8379743948,0.274979350473167,1,5.07,0,4
"12944",8379743948,0.274979350473167,2,3.626,0,2
"12945",8379743948,0.274979350473167,3,2.023,1,2
"12946",8379743948,0.274979350473167,4,5.454,1,3
"12947",8379743948,0.274979350473167,5,1.596,2,2
"12948",8379743948,0.274979350473167,6,3.016,2,3
"12949",8379743948,0.274979350473167,7,3.683,3,5
"12950",8379743948,0.274979350473167,8,7.305,3,2
"12951",8381137628,0.000178295496155761,1,4.18,0,3
"12952",8381137628,0.000178295496155761,2,5.361,0,1
"12953",8381137628,0.000178295496155761,3,4.308,1,4
"12954",8381137628,0.000178295496155761,4,6.058,1,3
"12955",8381137628,0.000178295496155761,5,6.844,2,1
"12956",8381137628,0.000178295496155761,6,4.164,2,1
"12957",8381137628,0.000178295496155761,7,2.561,3,1
"12958",8381137628,0.000178295496155761,8,1.535,3,4
"12959",8381284228,0.0763125835354349,1,2.708,0,6
"12960",8381284228,0.0763125835354349,2,3.411,0,4
"12961",8381284228,0.0763125835354349,3,5.6,1,3
"12962",8381284228,0.0763125835354349,4,7.316,1,5
"12963",8381284228,0.0763125835354349,5,7.354,2,4
"12964",8381284228,0.0763125835354349,6,7.74,2,4
"12965",8381284228,0.0763125835354349,7,6.469,3,5
"12966",8381284228,0.0763125835354349,8,7.358,3,2
"12967",8385065289,5.01127856907508e-05,1,2.031,0,3
"12968",8385065289,5.01127856907508e-05,2,4.088,0,2
"12969",8385065289,5.01127856907508e-05,3,6.891,1,5
"12970",8385065289,5.01127856907508e-05,4,3.497,1,3
"12971",8385065289,5.01127856907508e-05,5,2.685,2,3
"12972",8385065289,5.01127856907508e-05,6,2.102,2,2
"12973",8385065289,5.01127856907508e-05,7,6.939,3,5
"12974",8385065289,5.01127856907508e-05,8,3.34,3,4
"12975",8385130614,0.0826383692851834,1,1.42,0,3
"12976",8385130614,0.0826383692851834,2,6.737,0,4
"12977",8385130614,0.0826383692851834,3,7.826,1,3
"12978",8385130614,0.0826383692851834,4,2.565,1,3
"12979",8385130614,0.0826383692851834,5,5.988,2,4
"12980",8385130614,0.0826383692851834,6,5.076,2,5
"12981",8385130614,0.0826383692851834,7,1.393,3,3
"12982",8385130614,0.0826383692851834,8,6.963,3,3
"12983",8385324168,2.36561355692454e-05,1,5.41,0,5
"12984",8385324168,2.36561355692454e-05,2,4.388,0,1
"12985",8385324168,2.36561355692454e-05,3,2.763,1,2
"12986",8385324168,2.36561355692454e-05,4,4.253,1,3
"12987",8385324168,2.36561355692454e-05,5,2.981,2,2
"12988",8385324168,2.36561355692454e-05,6,4.327,2,1
"12989",8385324168,2.36561355692454e-05,7,2.552,3,4
"12990",8385324168,2.36561355692454e-05,8,4.012,3,4
"12991",8388283072,0.745597095109973,1,5.809,0,4
"12992",8388283072,0.745597095109973,2,7.338,0,2
"12993",8388283072,0.745597095109973,3,3.569,1,6
"12994",8388283072,0.745597095109973,4,6.555,1,4
"12995",8388283072,0.745597095109973,5,2.388,2,2
"12996",8388283072,0.745597095109973,6,1.809,2,6
"12997",8388283072,0.745597095109973,7,6.886,3,3
"12998",8388283072,0.745597095109973,8,7.347,3,3
"12999",8390050023,0.472009997566971,1,3.106,0,1
"13000",8390050023,0.472009997566971,2,1.519,0,1
"13001",8390050023,0.472009997566971,3,3.594,1,2
"13002",8390050023,0.472009997566971,4,5.253,1,1
"13003",8390050023,0.472009997566971,5,7.264,2,2
"13004",8390050023,0.472009997566971,6,4.699,2,1
"13005",8390050023,0.472009997566971,7,7.247,3,4
"13006",8390050023,0.472009997566971,8,2.87,3,3
"13007",8390199403,0.00135237016118466,1,7.037,0,1
"13008",8390199403,0.00135237016118466,2,6.256,0,2
"13009",8390199403,0.00135237016118466,3,4.984,1,1
"13010",8390199403,0.00135237016118466,4,3.801,1,1
"13011",8390199403,0.00135237016118466,5,7.789,2,1
"13012",8390199403,0.00135237016118466,6,5.787,2,2
"13013",8390199403,0.00135237016118466,7,4.824,3,1
"13014",8390199403,0.00135237016118466,8,2.466,3,1
"13015",8396396637,0.467243674829545,1,4.672,0,5
"13016",8396396637,0.467243674829545,2,2.013,0,6
"13017",8396396637,0.467243674829545,3,5.448,1,5
"13018",8396396637,0.467243674829545,4,5.288,1,6
"13019",8396396637,0.467243674829545,5,6.88,2,5
"13020",8396396637,0.467243674829545,6,3.949,2,5
"13021",8396396637,0.467243674829545,7,7.057,3,6
"13022",8396396637,0.467243674829545,8,6.179,3,5
"13023",8396560943,0.0282973810634732,1,4.333,0,6
"13024",8396560943,0.0282973810634732,2,2.742,0,6
"13025",8396560943,0.0282973810634732,3,2.747,1,5
"13026",8396560943,0.0282973810634732,4,7.236,1,6
"13027",8396560943,0.0282973810634732,5,1.503,2,6
"13028",8396560943,0.0282973810634732,6,7.787,2,6
"13029",8396560943,0.0282973810634732,7,2.37,3,6
"13030",8396560943,0.0282973810634732,8,6.852,3,5
"13031",8398868627,0.734694983701054,1,1.945,0,3
"13032",8398868627,0.734694983701054,2,4.66,0,3
"13033",8398868627,0.734694983701054,3,2.008,1,2
"13034",8398868627,0.734694983701054,4,7.289,1,4
"13035",8398868627,0.734694983701054,5,1.503,2,4
"13036",8398868627,0.734694983701054,6,2.525,2,2
"13037",8398868627,0.734694983701054,7,7.685,3,6
"13038",8398868627,0.734694983701054,8,6.056,3,2
"13039",8403386464,5.40585759595016e-05,1,1.166,0,3
"13040",8403386464,5.40585759595016e-05,2,4.945,0,2
"13041",8403386464,5.40585759595016e-05,3,7.864,1,1
"13042",8403386464,5.40585759595016e-05,4,6.174,1,3
"13043",8403386464,5.40585759595016e-05,5,3.189,2,1
"13044",8403386464,5.40585759595016e-05,6,7.661,2,1
"13045",8403386464,5.40585759595016e-05,7,5.244,3,4
"13046",8403386464,5.40585759595016e-05,8,4.886,3,1
"13047",8419896076,0.96715690290487,1,5.867,0,5
"13048",8419896076,0.96715690290487,2,3.11,0,5
"13049",8419896076,0.96715690290487,3,6.621,1,4
"13050",8419896076,0.96715690290487,4,6.324,1,6
"13051",8419896076,0.96715690290487,5,4.298,2,5
"13052",8419896076,0.96715690290487,6,7.437,2,5
"13053",8419896076,0.96715690290487,7,2.74,3,5
"13054",8419896076,0.96715690290487,8,5.259,3,5
"13055",8420194390,0.690134745545967,1,2.719,0,1
"13056",8420194390,0.690134745545967,2,3.354,0,4
"13057",8420194390,0.690134745545967,3,1.516,1,1
"13058",8420194390,0.690134745545967,4,2.062,1,1
"13059",8420194390,0.690134745545967,5,3.644,2,1
"13060",8420194390,0.690134745545967,6,7.816,2,2
"13061",8420194390,0.690134745545967,7,1.672,3,3
"13062",8420194390,0.690134745545967,8,4.331,3,2
"13063",8423899310,0.910885255205673,1,3.368,0,6
"13064",8423899310,0.910885255205673,2,7.126,0,6
"13065",8423899310,0.910885255205673,3,4.78,1,6
"13066",8423899310,0.910885255205673,4,5.545,1,6
"13067",8423899310,0.910885255205673,5,1.997,2,6
"13068",8423899310,0.910885255205673,6,1.959,2,6
"13069",8423899310,0.910885255205673,7,6.364,3,6
"13070",8423899310,0.910885255205673,8,7.138,3,6
"13071",8424444978,0.0734844552371402,1,7.785,0,3
"13072",8424444978,0.0734844552371402,2,1.242,0,6
"13073",8424444978,0.0734844552371402,3,5.753,1,5
"13074",8424444978,0.0734844552371402,4,7.168,1,5
"13075",8424444978,0.0734844552371402,5,1.093,2,3
"13076",8424444978,0.0734844552371402,6,5.41,2,6
"13077",8424444978,0.0734844552371402,7,5.302,3,6
"13078",8424444978,0.0734844552371402,8,1.641,3,5
"13079",8429696133,0.000439325093527118,1,3.183,0,1
"13080",8429696133,0.000439325093527118,2,3.255,0,2
"13081",8429696133,0.000439325093527118,3,3.27,1,3
"13082",8429696133,0.000439325093527118,4,1.7,1,2
"13083",8429696133,0.000439325093527118,5,1.64,2,2
"13084",8429696133,0.000439325093527118,6,4.025,2,1
"13085",8429696133,0.000439325093527118,7,5.938,3,1
"13086",8429696133,0.000439325093527118,8,5.215,3,3
"13087",8434470979,0.00979631953593763,1,2.474,0,2
"13088",8434470979,0.00979631953593763,2,5.237,0,3
"13089",8434470979,0.00979631953593763,3,2.234,1,4
"13090",8434470979,0.00979631953593763,4,2.949,1,2
"13091",8434470979,0.00979631953593763,5,7.143,2,6
"13092",8434470979,0.00979631953593763,6,3.641,2,4
"13093",8434470979,0.00979631953593763,7,6.416,3,2
"13094",8434470979,0.00979631953593763,8,1.54,3,4
"13095",8438728761,0.00516645516416981,1,4.661,0,1
"13096",8438728761,0.00516645516416981,2,2.414,0,1
"13097",8438728761,0.00516645516416981,3,7.291,1,2
"13098",8438728761,0.00516645516416981,4,3.994,1,1
"13099",8438728761,0.00516645516416981,5,4.297,2,2
"13100",8438728761,0.00516645516416981,6,5.432,2,1
"13101",8438728761,0.00516645516416981,7,5.353,3,1
"13102",8438728761,0.00516645516416981,8,7.777,3,2
"13103",8453878852,6.52537325450924e-05,1,1.96,0,3
"13104",8453878852,6.52537325450924e-05,2,4.232,0,5
"13105",8453878852,6.52537325450924e-05,3,3.12,1,4
"13106",8453878852,6.52537325450924e-05,4,3.515,1,3
"13107",8453878852,6.52537325450924e-05,5,4.424,2,3
"13108",8453878852,6.52537325450924e-05,6,5.539,2,4
"13109",8453878852,6.52537325450924e-05,7,6.942,3,5
"13110",8453878852,6.52537325450924e-05,8,1.87,3,5
"13111",8462098532,0.0476962505641302,1,4.902,0,3
"13112",8462098532,0.0476962505641302,2,7.637,0,4
"13113",8462098532,0.0476962505641302,3,2.177,1,3
"13114",8462098532,0.0476962505641302,4,2.048,1,2
"13115",8462098532,0.0476962505641302,5,3.587,2,3
"13116",8462098532,0.0476962505641302,6,5.978,2,4
"13117",8462098532,0.0476962505641302,7,3.908,3,3
"13118",8462098532,0.0476962505641302,8,7.298,3,3
"13119",8464912358,0.18861565366463,1,3.374,0,4
"13120",8464912358,0.18861565366463,2,5.604,0,4
"13121",8464912358,0.18861565366463,3,4.825,1,3
"13122",8464912358,0.18861565366463,4,3.536,1,5
"13123",8464912358,0.18861565366463,5,4.257,2,4
"13124",8464912358,0.18861565366463,6,2.752,2,5
"13125",8464912358,0.18861565366463,7,7.386,3,2
"13126",8464912358,0.18861565366463,8,3.155,3,5
"13127",8466256248,0.000401447791807936,1,3.715,0,1
"13128",8466256248,0.000401447791807936,2,6.717,0,1
"13129",8466256248,0.000401447791807936,3,3.923,1,1
"13130",8466256248,0.000401447791807936,4,3.05,1,1
"13131",8466256248,0.000401447791807936,5,6.036,2,2
"13132",8466256248,0.000401447791807936,6,6.16,2,1
"13133",8466256248,0.000401447791807936,7,4.221,3,1
"13134",8466256248,0.000401447791807936,8,5.354,3,1
"13135",8473021686,0.00828789263369399,1,1.183,0,4
"13136",8473021686,0.00828789263369399,2,7.483,0,3
"13137",8473021686,0.00828789263369399,3,5.292,1,4
"13138",8473021686,0.00828789263369399,4,5.44,1,4
"13139",8473021686,0.00828789263369399,5,2.866,2,4
"13140",8473021686,0.00828789263369399,6,1.991,2,2
"13141",8473021686,0.00828789263369399,7,4.5,3,2
"13142",8473021686,0.00828789263369399,8,6.039,3,1
"13143",8475144745,0.000321783343031663,1,3.256,0,3
"13144",8475144745,0.000321783343031663,2,1.738,0,1
"13145",8475144745,0.000321783343031663,3,1.655,1,3
"13146",8475144745,0.000321783343031663,4,1.872,1,3
"13147",8475144745,0.000321783343031663,5,6.347,2,3
"13148",8475144745,0.000321783343031663,6,6.008,2,2
"13149",8475144745,0.000321783343031663,7,1.644,3,2
"13150",8475144745,0.000321783343031663,8,6.231,3,4
"13151",8475335924,7.39729037670026e-05,1,3.266,0,3
"13152",8475335924,7.39729037670026e-05,2,5.05,0,1
"13153",8475335924,7.39729037670026e-05,3,4.72,1,2
"13154",8475335924,7.39729037670026e-05,4,1.404,1,1
"13155",8475335924,7.39729037670026e-05,5,1.466,2,1
"13156",8475335924,7.39729037670026e-05,6,1.744,2,1
"13157",8475335924,7.39729037670026e-05,7,3.324,3,2
"13158",8475335924,7.39729037670026e-05,8,7.691,3,2
"13159",8487259327,4.56884461639556e-05,1,5.995,0,3
"13160",8487259327,4.56884461639556e-05,2,3.832,0,1
"13161",8487259327,4.56884461639556e-05,3,4.865,1,4
"13162",8487259327,4.56884461639556e-05,4,4.396,1,1
"13163",8487259327,4.56884461639556e-05,5,5.741,2,1
"13164",8487259327,4.56884461639556e-05,6,2.639,2,2
"13165",8487259327,4.56884461639556e-05,7,7.239,3,2
"13166",8487259327,4.56884461639556e-05,8,7.358,3,4
"13167",8487850847,0.926280200491888,1,3.128,0,4
"13168",8487850847,0.926280200491888,2,1.637,0,2
"13169",8487850847,0.926280200491888,3,8,1,3
"13170",8487850847,0.926280200491888,4,3.229,1,3
"13171",8487850847,0.926280200491888,5,1.706,2,2
"13172",8487850847,0.926280200491888,6,3.951,2,2
"13173",8487850847,0.926280200491888,7,1.441,3,1
"13174",8487850847,0.926280200491888,8,1.47,3,3
"13175",8491364226,0.0673455514579092,1,2.291,0,1
"13176",8491364226,0.0673455514579092,2,3.119,0,1
"13177",8491364226,0.0673455514579092,3,6.824,1,1
"13178",8491364226,0.0673455514579092,4,4.723,1,1
"13179",8491364226,0.0673455514579092,5,2.37,2,1
"13180",8491364226,0.0673455514579092,6,5.044,2,1
"13181",8491364226,0.0673455514579092,7,3.143,3,1
"13182",8491364226,0.0673455514579092,8,2.319,3,1
"13183",8494086260,0.000143821801017935,1,5.838,0,5
"13184",8494086260,0.000143821801017935,2,3.502,0,2
"13185",8494086260,0.000143821801017935,3,7.141,1,4
"13186",8494086260,0.000143821801017935,4,5.65,1,3
"13187",8494086260,0.000143821801017935,5,6.116,2,2
"13188",8494086260,0.000143821801017935,6,2.675,2,1
"13189",8494086260,0.000143821801017935,7,1.653,3,3
"13190",8494086260,0.000143821801017935,8,6.741,3,5
"13191",8511363656,3.32553188929863e-05,1,7.612,0,5
"13192",8511363656,3.32553188929863e-05,2,5.587,0,5
"13193",8511363656,3.32553188929863e-05,3,4.589,1,5
"13194",8511363656,3.32553188929863e-05,4,4.516,1,3
"13195",8511363656,3.32553188929863e-05,5,1.005,2,1
"13196",8511363656,3.32553188929863e-05,6,3.328,2,2
"13197",8511363656,3.32553188929863e-05,7,2.224,3,4
"13198",8511363656,3.32553188929863e-05,8,5.814,3,4
"13199",8512401801,0.68374573029467,1,5.151,0,4
"13200",8512401801,0.68374573029467,2,6.245,0,5
"13201",8512401801,0.68374573029467,3,5.781,1,3
"13202",8512401801,0.68374573029467,4,5.396,1,4
"13203",8512401801,0.68374573029467,5,1.039,2,4
"13204",8512401801,0.68374573029467,6,4.836,2,6
"13205",8512401801,0.68374573029467,7,1.434,3,5
"13206",8512401801,0.68374573029467,8,6.468,3,5
"13207",8513908042,0.856381519982977,1,6.243,0,6
"13208",8513908042,0.856381519982977,2,3.522,0,5
"13209",8513908042,0.856381519982977,3,3.034,1,6
"13210",8513908042,0.856381519982977,4,2.086,1,5
"13211",8513908042,0.856381519982977,5,1.79,2,6
"13212",8513908042,0.856381519982977,6,1.162,2,6
"13213",8513908042,0.856381519982977,7,7.991,3,6
"13214",8513908042,0.856381519982977,8,1.746,3,6
"13215",8515440153,0.0813007825548885,1,2.481,0,6
"13216",8515440153,0.0813007825548885,2,2.913,0,6
"13217",8515440153,0.0813007825548885,3,5.557,1,6
"13218",8515440153,0.0813007825548885,4,4.202,1,5
"13219",8515440153,0.0813007825548885,5,2.844,2,5
"13220",8515440153,0.0813007825548885,6,3.62,2,5
"13221",8515440153,0.0813007825548885,7,3.075,3,6
"13222",8515440153,0.0813007825548885,8,7.507,3,5
"13223",8516460892,0.804406579378389,1,2.183,0,3
"13224",8516460892,0.804406579378389,2,6.541,0,4
"13225",8516460892,0.804406579378389,3,4.286,1,2
"13226",8516460892,0.804406579378389,4,6.771,1,4
"13227",8516460892,0.804406579378389,5,5.466,2,4
"13228",8516460892,0.804406579378389,6,6.344,2,3
"13229",8516460892,0.804406579378389,7,2.85,3,3
"13230",8516460892,0.804406579378389,8,7.727,3,1
"13231",8518641500,0.0955339908405933,1,3.658,0,4
"13232",8518641500,0.0955339908405933,2,7.611,0,4
"13233",8518641500,0.0955339908405933,3,1.312,1,4
"13234",8518641500,0.0955339908405933,4,2.875,1,5
"13235",8518641500,0.0955339908405933,5,3.046,2,4
"13236",8518641500,0.0955339908405933,6,4.5,2,4
"13237",8518641500,0.0955339908405933,7,1.858,3,4
"13238",8518641500,0.0955339908405933,8,3.204,3,6
"13239",8521003184,0.024438170983027,1,7.07,0,4
"13240",8521003184,0.024438170983027,2,6.704,0,2
"13241",8521003184,0.024438170983027,3,4.725,1,5
"13242",8521003184,0.024438170983027,4,1.4,1,2
"13243",8521003184,0.024438170983027,5,7.157,2,3
"13244",8521003184,0.024438170983027,6,3.935,2,2
"13245",8521003184,0.024438170983027,7,4.884,3,2
"13246",8521003184,0.024438170983027,8,4.112,3,2
"13247",8521490158,0.00740052693304716,1,4.907,0,2
"13248",8521490158,0.00740052693304716,2,5.424,0,2
"13249",8521490158,0.00740052693304716,3,5.895,1,3
"13250",8521490158,0.00740052693304716,4,5.045,1,2
"13251",8521490158,0.00740052693304716,5,7.229,2,1
"13252",8521490158,0.00740052693304716,6,2.685,2,2
"13253",8521490158,0.00740052693304716,7,1.948,3,2
"13254",8521490158,0.00740052693304716,8,1.045,3,3
"13255",8521946543,9.87701738263658e-05,1,7.596,0,1
"13256",8521946543,9.87701738263658e-05,2,2.437,0,3
"13257",8521946543,9.87701738263658e-05,3,5.899,1,4
"13258",8521946543,9.87701738263658e-05,4,2.752,1,2
"13259",8521946543,9.87701738263658e-05,5,6.563,2,6
"13260",8521946543,9.87701738263658e-05,6,5.089,2,3
"13261",8521946543,9.87701738263658e-05,7,3.986,3,5
"13262",8521946543,9.87701738263658e-05,8,7.811,3,3
"13263",8525276535,0.847705466205857,1,3.355,0,1
"13264",8525276535,0.847705466205857,2,3.468,0,1
"13265",8525276535,0.847705466205857,3,4.717,1,1
"13266",8525276535,0.847705466205857,4,3.216,1,2
"13267",8525276535,0.847705466205857,5,3.049,2,1
"13268",8525276535,0.847705466205857,6,6.444,2,2
"13269",8525276535,0.847705466205857,7,4.558,3,1
"13270",8525276535,0.847705466205857,8,6.627,3,1
"13271",8525454195,0.0566689033986861,1,4.327,0,2
"13272",8525454195,0.0566689033986861,2,2.275,0,1
"13273",8525454195,0.0566689033986861,3,4.26,1,2
"13274",8525454195,0.0566689033986861,4,5.995,1,1
"13275",8525454195,0.0566689033986861,5,1.229,2,1
"13276",8525454195,0.0566689033986861,6,4.055,2,1
"13277",8525454195,0.0566689033986861,7,3.323,3,1
"13278",8525454195,0.0566689033986861,8,2.549,3,1
"13279",8530434031,0.000112835458406904,1,6.273,0,4
"13280",8530434031,0.000112835458406904,2,3.134,0,4
"13281",8530434031,0.000112835458406904,3,6.691,1,6
"13282",8530434031,0.000112835458406904,4,1.652,1,6
"13283",8530434031,0.000112835458406904,5,1.906,2,4
"13284",8530434031,0.000112835458406904,6,3.217,2,4
"13285",8530434031,0.000112835458406904,7,2.665,3,5
"13286",8530434031,0.000112835458406904,8,2.849,3,5
"13287",8531496885,2.2712359994791e-05,1,4.735,0,2
"13288",8531496885,2.2712359994791e-05,3,5.355,1,1
"13289",8531496885,2.2712359994791e-05,4,7.551,1,1
"13290",8531496885,2.2712359994791e-05,5,6.071,2,1
"13291",8531496885,2.2712359994791e-05,6,6.911,2,1
"13292",8531496885,2.2712359994791e-05,7,5.231,3,1
"13293",8531496885,2.2712359994791e-05,8,6.237,3,1
"13294",8531727499,0.000219488956300706,1,5.053,0,5
"13295",8531727499,0.000219488956300706,2,6.526,0,3
"13296",8531727499,0.000219488956300706,3,1.47,1,4
"13297",8531727499,0.000219488956300706,4,4.546,1,6
"13298",8531727499,0.000219488956300706,5,2.729,2,2
"13299",8531727499,0.000219488956300706,6,4.027,2,4
"13300",8531727499,0.000219488956300706,7,4.564,3,4
"13301",8531727499,0.000219488956300706,8,3.727,3,2
"13302",8534295392,0.0302904924125235,1,1.565,0,6
"13303",8534295392,0.0302904924125235,2,2.138,0,6
"13304",8534295392,0.0302904924125235,3,5.961,1,6
"13305",8534295392,0.0302904924125235,4,2.324,1,6
"13306",8534295392,0.0302904924125235,5,2.33,2,6
"13307",8534295392,0.0302904924125235,6,2.605,2,6
"13308",8534295392,0.0302904924125235,7,1.804,3,6
"13309",8534295392,0.0302904924125235,8,5.682,3,6
"13310",8535603496,0.252070729605212,1,7.071,0,1
"13311",8535603496,0.252070729605212,2,3.231,0,1
"13312",8535603496,0.252070729605212,3,3.052,1,1
"13313",8535603496,0.252070729605212,4,2.453,1,1
"13314",8535603496,0.252070729605212,5,5.144,2,1
"13315",8535603496,0.252070729605212,6,6.087,2,1
"13316",8535603496,0.252070729605212,7,6.552,3,1
"13317",8535603496,0.252070729605212,8,2.346,3,4
"13318",8542568304,7.23179222874661e-05,1,2.543,0,2
"13319",8542568304,7.23179222874661e-05,2,1.187,0,3
"13320",8542568304,7.23179222874661e-05,3,7.116,1,5
"13321",8542568304,7.23179222874661e-05,4,7.582,1,5
"13322",8542568304,7.23179222874661e-05,5,1.82,2,1
"13323",8542568304,7.23179222874661e-05,6,2.138,2,2
"13324",8542568304,7.23179222874661e-05,7,1.43,3,2
"13325",8542568304,7.23179222874661e-05,8,5.353,3,4
"13326",8548367185,3.98293388175401e-05,1,1.991,0,3
"13327",8548367185,3.98293388175401e-05,2,6.889,0,4
"13328",8548367185,3.98293388175401e-05,3,2.624,1,1
"13329",8548367185,3.98293388175401e-05,4,5.056,1,3
"13330",8548367185,3.98293388175401e-05,5,5.15,2,2
"13331",8548367185,3.98293388175401e-05,6,7.333,2,5
"13332",8548367185,3.98293388175401e-05,7,4.883,3,3
"13333",8548367185,3.98293388175401e-05,8,1.291,3,3
"13334",8548370458,0.000297766466873425,1,2.768,0,2
"13335",8548370458,0.000297766466873425,2,6.869,0,1
"13336",8548370458,0.000297766466873425,3,6.651,1,4
"13337",8548370458,0.000297766466873425,4,5.61,1,2
"13338",8548370458,0.000297766466873425,5,3.971,2,4
"13339",8548370458,0.000297766466873425,6,5.093,2,2
"13340",8548370458,0.000297766466873425,7,4.233,3,2
"13341",8548370458,0.000297766466873425,8,7.469,3,1
"13342",8548431091,0.0663098777573371,1,3.369,0,6
"13343",8548431091,0.0663098777573371,2,2.089,0,6
"13344",8548431091,0.0663098777573371,3,5.292,1,6
"13345",8548431091,0.0663098777573371,4,4.759,1,6
"13346",8548431091,0.0663098777573371,5,7.45,2,6
"13347",8548431091,0.0663098777573371,6,7.284,2,6
"13348",8548431091,0.0663098777573371,7,5.273,3,6
"13349",8548431091,0.0663098777573371,8,6.185,3,6
"13350",8558682997,0.960146418403855,1,2.262,0,6
"13351",8558682997,0.960146418403855,2,1.232,0,6
"13352",8558682997,0.960146418403855,3,1.993,1,5
"13353",8558682997,0.960146418403855,4,2.196,1,6
"13354",8558682997,0.960146418403855,5,4.004,2,6
"13355",8558682997,0.960146418403855,6,1.463,2,5
"13356",8558682997,0.960146418403855,7,7.129,3,6
"13357",8558682997,0.960146418403855,8,2.975,3,5
"13358",8559050886,0.00732342441185462,1,1.963,0,3
"13359",8559050886,0.00732342441185462,2,1.184,0,2
"13360",8559050886,0.00732342441185462,3,3.676,1,4
"13361",8559050886,0.00732342441185462,4,6.118,1,1
"13362",8559050886,0.00732342441185462,5,3.007,2,2
"13363",8559050886,0.00732342441185462,6,1.936,2,2
"13364",8559050886,0.00732342441185462,7,4.807,3,2
"13365",8559050886,0.00732342441185462,8,4.756,3,3
"13366",8559173131,0.00137034810711318,1,1.194,0,5
"13367",8559173131,0.00137034810711318,2,7.961,0,4
"13368",8559173131,0.00137034810711318,3,4.277,1,5
"13369",8559173131,0.00137034810711318,4,2.36,1,2
"13370",8559173131,0.00137034810711318,5,1.731,2,3
"13371",8559173131,0.00137034810711318,6,7.258,2,4
"13372",8559173131,0.00137034810711318,7,7.841,3,4
"13373",8559173131,0.00137034810711318,8,7.532,3,5
"13374",8560374622,0.00388547725431559,1,6.25,0,6
"13375",8560374622,0.00388547725431559,2,5.654,0,4
"13376",8560374622,0.00388547725431559,3,7.833,1,5
"13377",8560374622,0.00388547725431559,4,3.598,1,5
"13378",8560374622,0.00388547725431559,5,2.955,2,5
"13379",8560374622,0.00388547725431559,6,5.601,2,5
"13380",8560374622,0.00388547725431559,7,5.516,3,6
"13381",8560374622,0.00388547725431559,8,4.693,3,6
"13382",8561434805,0.310550685653187,1,6.294,0,1
"13383",8561434805,0.310550685653187,2,7.047,0,2
"13384",8561434805,0.310550685653187,3,1.062,1,1
"13385",8561434805,0.310550685653187,4,6.51,1,1
"13386",8561434805,0.310550685653187,5,4.292,2,1
"13387",8561434805,0.310550685653187,6,6.119,2,1
"13388",8561434805,0.310550685653187,7,7.919,3,1
"13389",8561434805,0.310550685653187,8,6.372,3,1
"13390",8561789625,0.000773442601640376,1,4.199,0,3
